label,text
shame,when my friend had a child out of wedlock
shame,i was totally unprepared for a seminar conducted by an assistant professor whom i highly respect
shame,"when my mother looked in my drawer \( where i keep my personal things \) and she found some porno photos that i have kept from more than a week , and split it"
shame,i slipped and fell in to a puddle and people started looking at me
shame,one day i got on the bus without any money or season ticket and the driver threw me out
shame,"i had to meet a girlfriend to go out for a drink and she arrived with her aunt , to whom i was introduced then the aunt left"
shame,was caught stealing apples in a neighbor 's garden
shame,i was ashamed at myself when i saw that the other boys and girls of my age earn a lot of money by doing very good and hard work
shame,recently i saw a young girl fawning on a man and what for money and things i was ashamed to be a woman
shame,when i am in an auditorium with people and i ask a silly question so that everyone starts to laugh
shame,when i realized that i was pregnant i thought about what my relatives and friends would think about me and i felt a lot of self pity
shame,"i had called a boy who had dated me , and told him that i was ill , while , actually , i did n't want to go out with him , later on , he asked me if i was feeling better , then i felt ashamed"
shame,i was made a very sharp remark at a rehearsal
shame,"when i have suffered a terrible fit of eating , that frequently occurs then i eat everything , i act like a glutton i eat big amounts of food , sometimes even half a loaf"
shame,when i did not inform my friends of my forthcoming birthday
shame,i was in a very small class and the professor said something about me that made everyone look at me at the same time
shame,i was the last among the list of failures in my class of biology
shame,"i recently became sexually involved with my sister 's lover i care for him very much , but i am ashamed of the hurt i may cause her"
shame,"for example , to feel bad because of one 's attire , to be among people who do not belong to the same social class , to give a wrong answer in class , to be surprised in particular situations"
shame,while intoxicated i invaded someone 's \( a girl 's \) personal space to a large extent
shame,i had taken the responsibility to do something and i had prepared for it however i failed because of my timidity after three attempts i still could not adapt to the atmosphere and failed as before i felt imcompetent and felt that the others would think that i had not prepared for it
shame,when i boxed my child 's ears
shame,when i forgot the birthday of my best friend and i innocently came to visit her one week later
shame,i was unaware that i had walked the streets in torn trousers
shame,"i allowed my then boyfriend to touch me , if only briefly"
shame,"when i was young i was playing football near my parent 's house and while playing i fell on the ground at first i thought i was not seen by anybody , but when my mother laughed i felt very ashamed"
shame,i saw a skid row \( chronical \) alcoholic and i was ashamed of the people with a high standard of living
shame,"going out for dinner , or during one ice cream and four spoons"
shame,none
shame,i am chosen for the english lectures instead of my good friend and people told me that girls are more likely to be chosen
shame,"at the funeral of my uncle , i was one of the bearers i was not familiar with the etiquette and acted tactlessly because of my ignorance"
shame,i was really shameful when my mother beat me in the presence of my friends because i did n't cook lunch up until 2 o'clock
shame,"after taking a difficult midterm for one of my classes , i felt shame for not studying as much as i should have i was ashamed of the results of the midterm"
shame,"when i was teasing a girl , who turned out to be my brother 's dame"
shame,a friend of mine had said something about not liking to come to my place just before coming to my place in the meanwhile i got to learn about this from another friend of mine and when she arrived at my place i really treated her badly i was later ashamed of the way i had treated someone when the person was at my place
shame,this situation happened when i was found kissing a girl who was my friend 's girlfriend
shame,had a very good friend we grew apart i found myself running her down to other friends
shame,when i dated my friend 's boyfriend after they had broken up
shame,china cannot give your lectures bigger place and sound system
shame,i felt a sense of shame when i compromised a colleague of mine i got an information from him which i quite out of place shared with another colleague of mine and it resulted in an unpleasant consequence for him
shame,when my mother caught me masturbating
shame,it was when we were beaten or lost the football match by 5 1 and then i scored the third goal to my own side
shame,when i had not done well in geography at my mce i was expected to get more than i did
shame,a young visitor to the house stole money from an elderly visitor 's purse it was n't noticed for some hours
shame,"when my younger sister , who was then 16 years old , was pregnant"
shame,when i went out with a friend of mine to meet her ex boyfriend who did n't know that she was engaged to be married
shame,since i 've been here i have n't written to any of my relatives i got a letter from my mom telling me how upset my grandparents are from not hearing from me
shame,"it was in a group situation: suddenly it was my turn to say something , but i felt that i was not able to express myself very well i felt ashamed and blushed"
shame,"yesterday while playing volley ball , there was one person extra and somebody had to out a mess worker and i were the last ones to arrive and we had arrived at the same time rightfully one of us had to opt out of the game , as i was delaying leaving the mess worker opted out saying that i should play i felt ashamed of myself"
shame,i scolded my sister without waiting for her explanation
shame,"when i complained to my mother about how untidy the kitchen loooked , she boxed my ears \( this had never happened before \)"
shame,i had lied to a person because i had thought that i could not tell him the truth when he found out he was not angry but understanding we talked the whole thing over
shame,when inadvertantly i found myself in the ladies room
shame,"as a little girl , i was sick in the middle of a school day and i vomitted in the basin of the classroom"
shame,i wrote a letter to my father to ventilate my bottled up feelings afterwards i thought it was too negative
shame,"first weekend back home after one week at uni i scolded one of my sister 's best friends for using our telephone very silly , but i was annoyed because she was there at a time when i needed to be with my family"
shame,when i had to represent my boss at a meeting
shame,"when i went to my boyfriend 's house for lunch and saw his parents , i felt that they were watching me all the time"
shame,i felt this when i was copying homework for one of my classes
shame,"i felt shame and i could n't look into my teacher 's eyes , after not attending his lectures"
shame,cannot recall the emotion with any force
shame,the discovery that one has only thought of oneself
shame,my inability to assert myself positively in a group
shame,"when i was caught telling a white lie at that time , i was not allowed to stay outdoors after 8 p m one day when i was late , i made up a story that our neighbour had invited me to his place , though i had actually forgotten about the time while playing with my pals"
shame,"when i was a child , my uncle came to see us i spit at him and ran out i do not know the reason for that my father came after me and insisted on my apologizing"
shame,sending pictures home when i 'd put on so much weight
shame,when i failed some tests my first year at cal
shame,once i went home totally drunk and roused all our neighbours from sleep
shame,"when i overtook a car on the mainroad , misjudging the distance of an oncoming car and this resulted in tooting and flashing from the other driver \( we could have collided \) , and i had an acquaintance in the car with me"
shame,"in our class we had a test on nursing , so a friend from the army was caught peeping , by using a paper which had already answers which was written by him so all of us from the army got ashamed"
shame,when i was young i was told to to the shop to buy a dozen eggs i went and asked for one egg and the people in the shop laughed at me and so did my family when i told them what had happened
shame,"when i lied to my girlfriend , telling her that i had passed an exam , when i actually did not even take it"
shame,when i almost did something awful with a friend of mine and myself
shame,"when i was 15 my mother discovered various items in my room which 15 year olds are n't usually expected to have mainly alcohol , marijuana and contraceptives !"
shame,when a friend told me a story and i stayed dumb because i had no story to tell
shame,stealing from my mother 's purse when i was a little boy
shame,"when i gave water to the plants of a friend then one plant fell over , and a little statue broke i , of course , had to tell him everything"
shame,"i put on a lot of weight in a few months and every time i met someone i knew would avoid them , usually by hiding because my self image was low and i was ashamed of what i had done to myself"
shame,in a play \( secret friend \) during the time of the high school i had to give a present to a boy and i was very ridiculous because of this
shame,after a jogging session i had severe abdominal cramps and this lead to my wanting to empty my bladder my friends gathered around me and two of them had to help me to the toilet i was ashamed at having to go to the toilet in the presence of my friends
shame,"i was making very strong statements about infidelity in couples then i discovered that one of my best friends , who had just been through a very sad case of mutual infidelity , was listening"
shame,after i had given the wrong answer to my students they pointed it out to me and i had to correct myself
shame,in my opinion guilt is a feeling which goes together with shame here then i refer to the situation of guilt
shame,i feel ashamed when i am praised
shame,i was dancing in a theatre i was not sure whether some frieends of mine had come to see me i was very scared of doing things wrong
shame,i found i was pregnant and unmarried
shame,when i did poorly on a test and i knew that there was n't an excuse for not doing better made mistakes i could not believe i made
shame,falling over
shame,when i first failed my standard 8 exams for the first attempt for form i selection
shame,during the english lesson we were required to do a play a few days after doing it the teacher asked us to do it again at a meeting and i forgot my part
shame,korean judges cheating
shame,when i was a child it was found out that i had taken off my clothes outdoors it was summer and my friend and i were out in the woods it had felt exciting at that time my parents discovered that my trousers were back to front and i felt ashamed
shame,my friend told me in a fairly loud voice the blunders she committed last night
shame,i had a test in the class and i had not adequately prepared myself i did n't fare so well on the exam and i felt bad about it
shame,when i contacted a sexually transmitted disease and the lecturer came to know about it as it was he who treated me for it
shame,"i had to go to the doctor 's because of a veneral disease i told the doctor that i must have been infected by my boy friend this was not true , but i was ashamed to tell the truth"
shame,we were writing primary school leaving examinations when i had fallen at the steps going into the exam room
shame,"when i do n't say the truth , when i do n't do a certain thing thanks to my laziness"
shame,when i had to prepare and read a paper to my fellow students but i did n't cope with the task
shame,"a truth expressed unthinkingly at a coffee party i realized later that i had been inconsiderate , at a wrong moment and the wrong place"
shame,when i realized that i was directing the feelings of discontent with myself at my partner and this way was trying to put the blame on him instead of sorting out my own feeliings
shame,"when i was taking an exam in grade 5 the examinator found me with a note book and accused me of copying , all the students laughed at me"
shame,when i was a child my parents caught me with a pornographic magazine
shame,at a friend 's party there were several allusions to my sexual adventures
shame,i was swimming in the sea and a wave took the top part of my bikini away
shame,i felt shame when i was asked by my cousin that i promised to buy her a birthday present but i did n't buy it for her in front of friends
shame,when i failed the s s c examination i felt very ashamed
shame,after a big fight with my parents
shame,"when i realized that i belonged to a country which is amongst the poorest in the world and that inspite of having the resources we do not utilize them i was ashamed at myself and my country , shame at the lack of parity between the lifestyles of the citizens"
shame,my companion admired me when i did some work voluntarily
shame,"i was supposed to go out with my girlfriend one saturday night , but i got really drunk with some friends earlier that afternoon and evening so , i totally forgot about going out with my girlfriend she showed up the next day , and that was when i remembered"
shame,"i am ashamed of the way my father behaves with my mother and sister , and with me too"
shame,an exam where questions about very specific knowledge were asked
shame,when my first sexual intercourse turned out to be a flop i was in a panic and ended up without an erection
shame,the same for guilt would apply
shame,when i was 12 years old i was caught by the ticket collector when travelling without a ticket
shame,when i bribed the person who caught me doing something i was not supposed to have done i was very ashamed of what i had done
shame,i was amongst a group of people talking about how the maori people were stirrers and causing trouble in our country i felt shame to be a pakeha when other pakehas had such narrow conservative views
shame,"that my brother and father are into alcohol , two men with priviledge not using it positively"
shame,"when i was a child , i thought that i had to be ashamed when asking and doing certain forbidden things"
shame,"whenever i am late , i feel ashamed of myself even though no one tells me anything"
shame,"i tried to pass an examination particularly well , but i did it worse than ever i felt ashamed"
shame,i was ashamed one day when we were found stealing and roasting maize cobs from agricultural experimental projects
shame,once when i said bad things concerning a friend
shame,sometimes i have by accident said to another person something in which it is easy to read a negative attitude
shame,"i was alone in the bus when i tripped and fell , and dropped all my papers"
shame,i made a comment and it was interpreted completely differently from what i had meant when i said it i realized how my mother had understood it
shame,"when given responsibility to grade papers in elementary school , i cheated a little and graded my own higher"
shame,when parents of a certain girl refused to let me marry their daughter because i was not fit to do so yet the girl accepted everything and later she followed what her parents insisted and she told me never to talk to her again
shame,"when i told my sister i had slept with my boyfriend , and she at first was mad at me i then felt shame for this act , but not guilt"
shame,close friend discovered i had deceived them felt shame at having done it and knowing that they knew
shame,when i promised to help a friend over a weekend and did not keep the promise
shame,i was ashamed of being laughed at by my colleagues when i failed to answer a question in the classroom
shame,"when i had slept with a boy for the first time i felt ashamed for three reasons first , because i was only 13 years old , second , because i did not really like him , third , because he had caught me napping"
shame,when i made a fool at an examination
shame,"in an examination , which other students found easy i could hardly think and did not know what to answer"
shame,when i broke down while seeing off my friend
shame,when i told a lie to a friend of my sister on april fool 's day she later came to see me and told me that it was a very foolish thing to do
shame,"i had a habit of wetting my bed when i was young one day , when i was invited to my friend 's place to stay for the night , it happened again i was ashamed of myself"
shame,when i stole a packet of cigarettes from a neighbour and the next day i owned up and returned it
shame,"i am quite shameless , not applicable"
shame,when a person whom i do not want to see is continously present
shame,when i arrived late at the job and met the most troublesome boss
shame,when i went to a halloween party and had to walk through a shopping center dressed like a witch
shame,i feel shy to show all my worth when i work for the first time with a conductor or a producer unfamiliar to me
shame,i had a short lasting sexual relationship with someone i did n't love
shame,not doing well in the examn
shame,in a fight with my girlfriend in a luncheonette where everybody stared at me in such a way that i had to leave it
shame,having had a very heated argument with my sister i began hitting her about the head with a newspaper i was holding
shame,"my father died after two very painful weeks in bed i felt relieved , and was ashamed of that"
shame,not being able to answer question in a seminar
shame,china not winning more gold medals in the asian olympics
shame,when i saw my father coming out of the bathroom he thought that he was alone at home and came out without his clothes
shame,not doing well in the examn
shame,when i could not hold my bladder while making a telephone call and ended up wetting myself
shame,failed to recagnize a friend on the street
shame,i could not finish my homework on time
shame,"my boyfriend had drunk too much and beaten me when i had to show the letter the door , which was almost crashed , i felt ashamed"
shame,"i had written a love letter to a class mate of mine , this was meant to be a joke unfortunately it fell in the wrong hands and i had to face the consequences"
shame,i confused a girl with another
shame,at a weakness on my part
shame,i did n't tell my parents that i was going to sofia i told them that i was going to a seminar my mother knew that i was lying but she did n't stop me
shame,i felt this feeling during the exam in higher mathematics
shame,insulted for no reason
shame,once my presentation was the worst among my classmates as i had not prepared it well and had not seen it as important my presentation was so confused that it clearly showed my poor preparation
shame,forgetting an important appointment
shame,i may not be clever enough to understand your english lectures
shame,"when , as an adult i have been caught lying or behaving badly"
shame,"my grades when my parents say , how are you doing at school , getting good grades \? i say , great , just fine ! actually , i feel ashamed about myself"
shame,not chosen for all english classes
shame,my mother caught me stealing some food when i was a young boy
shame,once i was not ready for a seminar and i was asked to leave
shame,i answered a certain question from dr maqgda wrongly she asked something about femur and my answer was saying something concerning the brain so i was very ashamed amongst my friends
shame,immediately after the new year holidays i happened to visit a party where there was a lot of alcohol and i became drunk on the next day i felt sort of ashamed when i remembered what i had said and done on the night before
shame,after an event in which i felt that i had acted unfairly
shame,the people on my floor last year were very close this year 4 of our best friends live together in an apartment my boyfriend and i dropped by on one of their birthdays and stayed for dinner two other people had already been invited and i felt uncomfortable and unwanted then i realized i was the one who always called them and they rarely call me
shame,"i was talking to a friend of mine about our parents and education i said something and then realized that i did not know my friend 's parents , their motives and education i felt ashamed at having talked about something i did not know anything about"
shame,when i did something naughty and it lead to the embarrassment of my parents
shame,as a child when i was blamed for peeing in the swimming pool
shame,"i was sitting in a restaurant with friends they asked me something which they thought i should know actually i know it , but at that time i was not able to remember it"
shame,"when i state things with great positiveness and try to convince others , and it appears that my statement is not right"
shame,once i had dinner at an elegant restaurant and i did not have enough money to pay the bill there were a lot of people there and i felt quite awkward
shame,i feel ashamed every time that someone makes me a positive or negative critic
shame,i slandered a person behind his back and he got to know about it
shame,my friend had many female friends and i thought that they were his lovers i would scold him but he did not accept my advice later i learnt from his girlfriends that this was not true i felt ashamed at having misunderstood him
shame,in the classroom we discussed with the teacher he told me things that affected directly in a negative way my job and my behavior in the classroom in front of the other pupils
shame,when i was in the toilet and someone came in
shame,i could have died when i was caught cheating on a test in high school that was my first and last time
shame,insulted by a teacher in front of the class
shame,i insulted my friend for a small reason and after time i realised that i was wrong and felt ashamed everytime i meet her i feel ashamed
shame,when i proposed love to a girl and she turned me down
shame,saw poverty in the countryside
shame,"i was talking badly about a person to some friends , and discovered that his daughter was listening"
shame,when friends found out that i had been lying about where i had been on a particular occasion
shame,i was ashamed when i was being introduced to the church congregation
shame,"if i do n't go to lectures , i often feel ashamed"
shame,"during a family reunion , they started talking about me wearing an ear ring"
shame,"when one has been unjust , stupid towards someone else"
shame,not getting the class paper in time for the lecture
shame,once a female classmate told me that the clothes i wore seemed to be a child 's clothes on hearing this i felt a little ashamed and i criticized her clothes though there was nothing wrong with them
shame,after making a joke about a friend 's marriage that was too personal
shame,when i realized that i had a hole in my trousers after having gone for a walk
shame,i borrowed a gold bracelet without the girl 's knowledge i had it for so long i had to keep it to this day i feel ashamed at myself for having it i never wear the thing anymore
shame,i met a woman who was looking for our house she stopped me but i ran away when i arrived at home i found the same woman and she told my parents what had happened so i felt ashamed
shame,i lied to one of my best friends
shame,finding out that i was deceived by my friend
shame,i did bad on a test i did n't study for
shame,when an intimate friend of mine passed b a with first class and i got only pass class
shame,"i felt ashamed to be brazilian and to live under a military dictatorship that despoiled the people , when during my military service"
shame,when you betray the trust you have been given this is connected with copying at a class work at school
shame,i fell off a bike in the presence of a lot of people
shame,"exaggerating certain circumstances , wrong attitude and evaluation of these circumstances"
shame,at an exam in pharmacology i tried to prompt a coleague \( she asked me something \) and the assistant professor made me a sharp remark
shame,"a few days back i had a tutorial class and the teacher randomly assigned one person in each group to make a presentation the discussion in our group had been confused and the presentation was not very well prepared unfortunately i was selected to present and i could not keep calm , was confused and result was very poor i really felt ashamed"
shame,when i found out my roommate had been talking behind my back about very personal things
shame,when i was given detention at secondary school
shame,"i thought i would be able to use the mangle of the house , and so i did not want any help however , i blocked it and i had to get the janitor to help me out he reproached me for not having followed the instructions"
shame,"when i was detained one day in school , by the vice principal , for indiscipline"
shame,"when i found a letter addressed to mum by my son , 6 months later , he begged me not to sell his new shoes which he messed up after wearing them for the first time"
shame,not handing in homeworks in time
shame,badly chosen words to a vague acquaintance of mine made me feel ashamed at having given the wrong impression about what i wanted to say thoughtlessness
shame,i lied to my best friend and i would n't reform what i had done
shame,finding out that china is backward in science
shame,"following heavy stirring ridiculing a close friend who was very vulnerable to such attack inspiring fierce , defensive counter attack"
shame,not finishing homework
shame,not doing well in an examn
shame,not getting the reference paper
shame,finding out china is backward in science
shame,"when i had to go to the gynecologist and to sit on that special chair , i felt ashamed"
shame,in school i was very bad in running long distances and my class mates laughed at me for this reason
shame,failing in the english language exam
shame,when i failed my primary school leaving examinations i never thought i would fail when i heard i had failed i really felt ashamed of myself
shame,"in the traffic i insulted a man who crossed my way afterwards i paired with him , and felt shame because of mine lack of pacience and ridiculous attitude"
shame,"my boyfriend 's mother , whom i had not met earlier , made an unexpected visit i was lying lazily on the bed , reading a newspaper and my boyfriend was studying"
shame,i borrowed 20 00 from a friend and paid him back much later than i had originally intended
shame,"talking about a person 's unattractiveness , not realizing that the person was listening"
shame,this happens to me when i am not prepared in a given subject
shame,the 2nd time someone i had met cared for came over to my house i was absolutely inebriated and was sick into a bucket
shame,saw the film about eight nations army conquering beijing
shame,my guilty behaviour was found out by others
shame,i took the tram without paying there were many people around me when i was caught by a controller i felt ashamed but also angry
shame,i made a comment that at the moment did n't fit
shame,not collecting homeworks in time to give the teacher
shame,when i went to explain to a lecturer whom i liked that the work expected of me was not going to be in
shame,telling friends about how my parents had been treating my brothers and sisters unfairly
shame,i felt ashamed of myself the first time i drank as nobody in the family drinks i felt that i had let down my parents and my friends
shame,"when i accused unjustly a person of robbery , who proved me the contrary , almost caused a public fight"
shame,"when i realised that i had become too emotionally involved with the person i'm going out with , and when i began to like someone else and questioned whether i really care about person i'm with"
shame,i was talking with an aunt of mine that i adore and i found courage to say i love you and just after that came the shame
shame,my mother and my grandmother were talking about one of my grandmother 's friends whom i hardly know i gave some deprecatory comments on him whereupon my grandmother told me that the man had died recently
shame,failing an examn
shame,arguing with a friend over politics she was more informed on the issues and made me feel very ashamed of my political ignorance
shame,finding out that the university police was afraid to stop the foreign students playing loud music \( china 's shame \)
shame,"a day i was with my boyfriend and a couple of friends in a bar , and he said something that i did n't like \( i do n't remember what \) without thinking i slept him in his back , getting ashamed and sorry just after"
shame,i bought a possible answer to a homework problem which was completely inapplicable to the question due to my not having read about the subject matter
shame,i was very drunk at a certain wedding party and i got involved in a fight
shame,"while quarelling with a fellow worker of mine , i was vehement and irritated and i told him what i thought of him in plain language i was ashamed of myself when i met him the next day"
shame,when i entered a bar looking for a friend
shame,i made an unkind remark about the ethnicity of some friends without realizing it
shame,failing an examn
shame,not brave enough to take up a challenge in a group discussion
shame,"when i was tired and unmotivated , i shouted at my girlfriend and and brought up negative sides of her character which are actually not so important"
shame,at a cross country race i wanted to take a short cut \( which is not allowed \) i was caught and disqualified all my friends had observed that
shame,when i was not in a position to control myself i had said too much and had been cruel with no other than my mother
shame,during my highschool time i was chairman of the student 's comitee in this function i once had to make a speech to a large audience and i was very nervous after three sentences i forgot my text
shame,when i got 1 mark in an abnormal psychology exam
shame,i choked on a cold drink in front of girls who were strangers
shame,"i was working in i when a friend of mine borrowed his car so i could get bach there , i had to come to s paulo and his car was here he said:when you get the car tell my mother that you are only taking the car bacause i asked , for she does n't like me to borrow it next day he borrowed me it again for i had to come back again when i was coming back i crashed the car quite a lot one of the first person i met at the accident was his mother , that said to me you were n't to take the car only yesterday \? \( before i saw her i was already ashamed \)"
shame,not being able to convince my class leader that my friend is better than me to go to the english lectures
shame,"when i got really drunk on norvegian indipendence day , and was not allowed to participate in football \( soccer \) games for two weeks that was very unpleasant"
shame,not being able to have a party at home with friends
shame,ca n't think of any
shame,a theft committed by me
shame,when i have a plain appearance
shame,"i was at a children 's camp abroad the people \( the leaders , my coevals \) were very king to us one night we smeared our foreign friends with tooth paste while they were sleeping and then we roused the whole camp by our shouts later i was so sorry i did n't utter a word for two days , then i went to apologize"
shame,"at a meeting with over one hundred people , they decided who had to speak from the stand by drawing lots"
shame,the day my fiancee told me that it was bad that i could not write my mother tongue
shame,"when i was 10 years old i stained our bench with a fountain pen , i tried to twin the cushions , but then there were colour nuances then my mother catched me , she saw it and became very angry"
shame,sometime back i was coming from the wards and lice were all over my uniform since patient 's blankets have a lot of lice it happened that my boyfriend picked some lice from my white uniform i was so ashamed
shame,i took a girl out once and discovered that she was going around with one of my close friends
shame,"i feel this emotion very often when i try to express my feelings in public , because other people do not understand my reactions and think that i am silly"
shame,when i broke the piggy bank of my brother and my mother discovered that
shame,i spent an evening with my girl friend when we wanted to go to bed i was totally drunk next morning i felt rather ashamed
shame,i insulted the girl to whom i had proposed when she turned me down
shame,china cannot let you give more lectures because you are needed in the specialist clinics we are so backward in medicine
shame,getting drunk and creating a lot of trouble at a place i respect my friend 's home
shame,"on new years eve i drank too much alcohol , so much that i had to vomit in the presence of other people"
shame,"because i was lazy and unthoughtful i did not get into contact with a very close friend when she shifted from the gold coast to brisbane , for a month , despite her efforts to contact me i felt shamed when i finally confronted her again"
shame,during a party i overheard a conversation about china when i wanted to give my opinion one of the people came out to be chinese and his opinion was right of course
shame,on the train a drunk person touched my baby and i reacted very disapprovingly i felt ashamed later as the person had not been aggressive though he could have been
shame,there was a time when my room looked terribly untidy just at that time my aunt came to see me fortunately i could prevent her from entering the room
shame,"after our sad first of may party , i felt ashamed because the friends who had been invited had to suffer we , the organizers of the party , did not drive the intruders away"
shame,"this was when i was discovered stealing a piece of bread at home , i was very hungry a few hours before supper"
shame,when i promise to do something but i do n't fulfill it
shame,someone told me he was chosen for the english lectures because he was a good friend of the class leader
shame,not doing well in an examn which was easy
shame,shame of being reprehended
shame,when i was emotionally unstable i said things which may have hurt others or made them feel unhappy when i calmed down i realized that i had been selfish and had not taken into consideration the feelings of others then i felt ashamed as someone pointed out my behaviour to me
shame,"i was with a group of people and everybody told me to do or say something it was a confusing , strong and traumatic situation for me"
shame,i ca n't remember ever feeling shame
shame,we had made an appointment to complete together a piece of work it appeared that i was the only one who had n't prepared anything
shame,no response
shame,a customer at the shop where i worked came in and asked if the goods that he had ordered had arrived i had totally forgotten about this order and i tried to offer weak excuses
shame,"a friend came for dinner with me at home his parents are ordinary people my mother , however , used the very expensive porcelain dinner service and the silver cutlery i felt very ashamed"
shame,when i was young my mother told the neighbour that i had wet the bed i felt ashamed thinking that the neighbour 's children would get to know about it
shame,when i was dismissed from a job after having been accused of theft
shame,"once by coincidence i clutched a stranger \( in a rather intimate way \) , thinking it was my boyfriend when by hindsight i feel ashamed when thinking about it"
shame,"one day , when i was sitting on the bus , there was an old woman standing beside me i was very tired and sleepy and did not think of giving her my seat a 50 year old woman who was sitting beside me got up and gave her seat to the old woman and said , old woman , please take my seat , the youngstters these days are not used to giving their seats to others when i heard these words i was very ashamed of myself and wanted to get off the bus at once"
shame,it was discovered that i had received a warning letter as my g p a was very low
shame,one day i addressed my husband in an abusive manner in front of his friends later on i realized this myself and felt ashamed of myself
shame,when the class leader read out the names of those chosen for the english lecture and i was not on the list
shame,"i went to see a friend there were other people , too , and everybody brought some present i was the onlyone who brought nothing my friend was very hospitable and did not show anything although i knew how he felt"
shame,"i had gone to aa bookshop to buy some books somehow , i got very cross with the security guard checking through what i had bought i lost my temper and screamed at him later i felt very ashamed at myself as a lot of people i know were there"
shame,i felt ashamed when i had not attended a class and the teacher asked me the reason for my absence
shame,i told mr winter of downtown fashion to go to when he did not accept my visa !
shame,when i was a child i played my mother a nasty trick to make her feel hurt
shame,teacher suspected me stealing money
shame,being caught by parents in a compromising situation with girlfriend
shame,my cousin and i were at the farm and at night we drunk like fools and made a lot of noise we had drunk two much of wine
shame,"when i realized that i had been wrong about a person close to me , because of pre set ideas and prejudices"
shame,when my mother surprised me while masturbating
shame,"i was eating in a very nice restaurant , when the servant asked whether i liked the food i told him that i liked it but that there was one thing which was n't so good the servant than worked very hard to make it good"
shame,"i had an intimate relation with my boyfriend , but unfortunately we had sexual problems therefore i deceived him , but i was ashamed when i told my friend about it"
shame,"i was carried away while talking about my visits abroad and i tended to boast a little , till i realized that the listener was amused"
shame,when i had been angry at my friend without any reason
shame,my failure to provide the appropriate emotional spiritual level to a sexual relationship that had a large physical content born out of inconsistency with my personal beliefs and value shame at largely using this sexual partner
shame,when the teacher asked me to read my composition that was the homework i stood up and invented one because i had n't done it a colleague saw that in my copy book there was nothing written and he accused me and so i was called in the director 's room
shame,the girl with whom i was going around had been forbidden to be alone with me in the house we paid no attention to this prohibition but one day her parents appeared and i jumped out of the window they saw me
guilt,i promised to join a meeting but did not turn up as i did not want to do the work
guilt,when i was face to face with my deceived friend after sleeping with his wife
guilt,going out with another girl besides my girlfriend and not telling her
guilt,"accidentally dropped a friends camera flash , so that it was broken"
guilt,i once drank too much alcohol and became very ill this was in the presence of my friends
guilt,"i am the secretary of an association , and during the last meeting i forgot to take the minutes"
guilt,i left a boy with whom i was going around without giving him any explanations
guilt,"we always made a lot of noise during a certain lecture this may have been because we did not respect the lecturer finaly , the lecturer could not tolerate it and he scolded us angrily and pointed out our misbehaviour"
guilt,when my middle child became very difficult to handle after the birth of his baby brother and i did not have any patience with him
guilt,i was trying to have sex with my best friend 's girl but she did not agree to it
guilt,after an argument with a friend of mine
guilt,"when i was with a girl who seemed to love me , while i was with her just to go to bed with her"
guilt,when i became angry at my boyfriend without any reason i know he cannot bear me being angry at him and that he ca n't study anymore then
guilt,"when i gave in to what my wife wanted and locked the cat out , it was killed by the dogs"
guilt,"i dated another boy several times , when i was still going with my former boyfriend this made me feel a little bit guilty towards my friend"
guilt,i got angry at my mother for something trivial we were in a bad mood because my father was very ill and i knew that my mother really needed support i had reacted wrongly
guilt,when i got fired from a job because i gave a discount to a friend
guilt,when i was reproved eighth grade of high school
guilt,when i hurt my parents in one way or another
guilt,could not help a student who needs help
guilt,when i pulled a chair from under someone at kindergarten and he hit his head
guilt,the first time that i played with myself despite being a christian i had read in the bible that it was wrong to make love to someone one is not married to
guilt,when i committed the sin of immorality mentioned before
guilt,when i stole money from my mother and she asked me later if i was responsible i never admitted it
guilt,"as i could not be home before midnight i called home at 11 30 and asked them to leave the door open so that i could get in i actually woke up the whole family by calling them so late my mother could not go back to sleep , besides she had a conference the next day and really needed to sleep"
guilt,"when in the initial interview for the recruiting , i do n't know why , i accepted to do the test for army"
guilt,"i was of the opinion that 12 00 pm was too early to be back at home after going out , so i stayed away longer , knowing that my mother would be worried"
guilt,selling the appartment after my divorce
guilt,i failed to show up at an agreed date
guilt,i joked with an unfamiliar friend in an obstinate tone i was afraid of his misunderstanding me and being hurt and angry at me i felt sorry over my conduct and thought that i had to find an opportunity to apologize
guilt,"last year i was asked to look after my niece while her mother was cooking unfortunately the kid fell off the bed , i was confident that she would not fall and had not been paying much attention"
guilt,not being able to help my friend to do homework
guilt,"when i am in an environment or with a person much worse off than me , i realize how privileged i am"
guilt,describing to mother how a hole in the wall had appeared while i was babysitting
guilt,i quarreled with my boy friend he said it was unfair that i always started crying so that he had to give in
guilt,i told my elder brother that he was irresponsible and that i did not care for what he did because he was teasing me
guilt,once i had some homework to do and i did not do it
guilt,when i did not go to work because i had to study for a midterm
guilt,"when i was young , i stole some money from my mother 's purse it was n't very much , but i can remember when she found it gone i felt very guilty"
guilt,when i was afraid to tell my sports teacher at secondary school that i had not participated in the sports activities the previous day
guilt,once i promised to do something but i did n't do it
guilt,making a sexual pass at my cousin with whom i have a very close personal relationship
guilt,"i know that a certain person feels very lonely , and that she always looks forward to seeing me however , often i am too busy to visit her , then i feel guilty"
guilt,my parents appreciate very much me and my boyfriend coming and have dinner with them at christmas however we decided to visit his parents my mother was rather disappointed
guilt,when i hurt my sisters for no reason at all
guilt,once i lied to my parents and this made me feel very guilty
guilt,i was very angry with a girlfriend for interferring a little too much with my personal affairs i told her so rather strongly and she started crying
